Order ID,Postman ID,Customer ID,"Delivery Address (Lat, Long)",Item Type,Booking Date,Delivery Date,Day of Week,Initial Time Slot,Modified Time Slot,Address Type,Delivery Outcome,Delivery Route Traffic Conditions,Weather Conditions
ORD1431,POST032,CUST232,"'25.982417262562496, -80.30340990266183'",ID-Card,2024-12-06,2024-12-14,6,1,,1,1,1,1
ORD1432,POST033,CUST233,"'25.776486547822653, -80.1960228028145'",Articles,2024-12-07,2024-12-14,6,2,,1,0,2,3
ORD1433,POST034,CUST234,"'25.569913978262008, -80.28431330553704'",Passport,2024-12-08,2024-12-18,3,1,,1,1,3,2
ORD1434,POST035,CUST235,"'25.751120542410355, -80.31395973122189'",ID-Card,2024-12-09,2024-12-20,5,1,,2,1,1,1
ORD1435,POST036,CUST236,"'25.806023997478864, -80.41928523862545'",Drivers-License,2024-12-10,2024-12-20,5,3,,1,0,2,3
ORD1436,POST037,CUST237,"'25.615840175729176, -80.38018244720146'",Drivers-License,2024-12-11,2024-12-20,5,1,,1,1,3,2
ORD1437,POST038,CUST238,"'25.716822132492315, -80.08476183759002'",ID-Card,2024-12-12,2024-12-23,1,1,,2,1,1,1
ORD1438,POST039,CUST239,"'25.577608340179836, -80.34672960498797'",ID-Card,2024-12-13,2024-12-24,2,2,,1,1,2,3
ORD1439,POST040,CUST240,"'26.000620832596685, -80.10108406327895'",ID-Card,2024-12-14,2024-12-24,2,1,,3,1,3,2
ORD1440,POST041,CUST241,"'25.794861117557417, -80.1585371851584'",Passport,2024-12-15,2024-12-26,4,1,,2,1,1,1
ORD1441,POST042,CUST242,"'25.922726126949808, -80.36791739050766'",ID-Card,2024-12-16,2024-12-24,2,3,,1,0,2,3
ORD1442,POST043,CUST243,"'25.890909014603192, -80.31143364959685'",Drivers-License,2024-12-17,2024-12-26,4,1,,1,1,3,2
ORD1443,POST044,CUST244,"'25.827447593676816, -80.15716543902077'",Passport,2024-12-18,2024-12-27,5,1,,2,1,1,1
ORD1444,POST045,CUST245,"'25.84964969254705, -80.39291404021341'",Passport,2024-12-19,2025-01-01,3,2,,3,1,2,3
ORD1445,POST046,CUST246,"'25.79743460859018, -80.07364266493062'",Drivers-License,2024-12-20,2025-01-01,3,1,3.0,2,1,3,2
ORD1446,POST047,CUST247,"'26.002769026114038, -80.24093045987915'",ID-Card,2024-12-21,2025-01-03,5,5,,2,1,1,1
ORD1447,POST048,CUST248,"'25.711463881545395, -80.22034763115758'",ID-Card,2024-12-22,2025-01-03,5,3,,2,1,2,3
ORD1448,POST049,CUST249,"'25.52776197674926, -80.35414112003276'",ID-Card,2024-12-23,2025-01-03,5,1,,1,1,3,2
ORD1449,POST050,CUST250,"'25.916418622955923, -80.13370982558246'",ID-Card,2024-12-24,2025-01-02,4,1,,2,0,1,1
ORD1450,POST001,CUST251,"'25.7890631823485, -80.27130482294697'",Drivers-License,2024-12-25,2025-01-03,5,2,,2,1,2,3
ORD1451,POST002,CUST252,"'25.900423066553937, -80.4309279866271'",Drivers-License,2024-12-26,2025-01-03,5,1,,2,1,3,2
ORD1452,POST003,CUST253,"'25.763612353095766, -79.95918218318876'",Passport,2024-12-27,2025-01-08,3,5,,1,0,1,1
ORD1453,POST004,CUST254,"'25.70957758080738, -80.03029478427331'",Drivers-License,2024-12-28,2025-01-06,1,3,,2,1,2,3
ORD1454,POST005,CUST255,"'25.657873828613646, -80.16717667884292'",ID-Card,2024-12-29,2025-01-07,2,1,,1,1,3,2
ORD1455,POST006,CUST256,"'25.53416676577575, -80.1337424607565'",Passport,2024-12-30,2025-01-09,4,1,,2,1,1,1
ORD1456,POST007,CUST257,"'25.862958767658615, -80.04951299218855'",ID-Card,2024-12-31,2025-01-11,6,2,,3,1,2,3
ORD1457,POST008,CUST258,"'25.81485385499164, -80.34651156681623'",Drivers-License,2024-12-01,2024-12-09,1,1,,2,1,3,2
ORD1458,POST009,CUST259,"'25.59209035921338, -80.02101212889468'",ID-Card,2024-12-02,2024-12-13,5,5,,3,1,1,1
ORD1459,POST010,CUST260,"'25.881183534617847, -80.30748572021216'",Drivers-License,2024-12-03,2024-12-11,3,3,,3,1,2,3
ORD1460,POST011,CUST261,"'25.96909333618811, -80.16440382435655'",Passport,2024-12-04,2024-12-16,1,1,,1,1,3,2
ORD1461,POST012,CUST262,"'25.838359562130353, -80.00832159783234'",Passport,2024-12-05,2024-12-13,5,1,,1,1,1,1
ORD1462,POST013,CUST263,"'25.770221113096508, -80.1432577910516'",Drivers-License,2024-12-06,2024-12-14,6,2,,3,1,2,3
ORD1463,POST014,CUST264,"'25.69047076209235, -79.94219732430928'",Passport,2024-12-07,2024-12-17,2,1,,2,1,3,2
ORD1464,POST015,CUST265,"'25.94095621443349, -80.34239961669444'",ID-Card,2024-12-08,2024-12-19,4,5,,2,1,1,1
ORD1465,POST016,CUST266,"'25.573275129774938, -80.06105039775615'",ID-Card,2024-12-09,2024-12-17,2,3,,3,1,2,3
ORD1466,POST017,CUST267,"'25.85179449155016, -80.26903683824393'",Passport,2024-12-10,2024-12-18,3,1,,3,1,3,2
ORD1467,POST018,CUST268,"'25.827508479183244, -80.18507563529192'",Passport,2024-12-11,2024-12-23,1,1,,3,1,1,1
ORD1468,POST019,CUST269,"'25.677089376010727, -80.02952987688911'",Drivers-License,2024-12-12,2024-12-21,6,2,,1,1,2,3
ORD1469,POST020,CUST270,"'25.88119810677405, -80.0895176626438'",Drivers-License,2024-12-13,2024-12-26,4,1,,3,1,3,2
ORD1470,POST021,CUST271,"'26.009749124174455, -80.26175826832753'",Passport,2024-12-14,2024-12-24,2,5,,1,1,1,1
ORD1471,POST022,CUST272,"'25.60430026418144, -80.2810289683551'",Drivers-License,2024-12-15,2024-12-24,2,3,,1,1,2,3
ORD1472,POST023,CUST273,"'25.613110867319676, -80.32542414536641'",Drivers-License,2024-12-16,2024-12-28,6,1,,1,0,3,2
ORD1473,POST024,CUST274,"'25.952762642282206, -80.11211769953759'",Passport,2024-12-17,2024-12-27,5,1,,2,1,1,1
ORD1474,POST025,CUST275,"'25.950088693791635, -80.03717856399939'",ID-Card,2024-12-18,2024-12-30,1,2,,3,1,2,3
ORD1475,POST026,CUST276,"'25.744094913629862, -79.95197706972829'",Passport,2024-12-19,2024-12-31,2,1,5.0,3,1,3,2
ORD1476,POST027,CUST277,"'25.543847443215324, -80.06355488459212'",Passport,2024-12-20,2025-01-01,3,1,,1,1,1,1
ORD1477,POST028,CUST278,"'25.740786504500356, -80.37100885746926'",Passport,2024-12-21,2024-12-31,2,3,,3,1,2,3
ORD1478,POST029,CUST279,"'25.618856000897978, -80.09215354602968'",Passport,2024-12-22,2025-01-01,3,1,,3,1,3,2
ORD1479,POST030,CUST280,"'25.949738103543652, -80.16603507151761'",ID-Card,2024-12-23,2025-01-01,3,1,,3,0,1,1
ORD1480,POST031,CUST281,"'25.84373790618725, -80.10895606963444'",ID-Card,2024-12-24,2025-01-03,5,2,,2,0,2,3
ORD1481,POST032,CUST282,"'25.840061808223748, -80.24601208542776'",Drivers-License,2024-12-25,2025-01-04,6,1,,2,0,3,2
ORD1482,POST033,CUST283,"'25.780848212947962, -80.09887716648885'",ID-Card,2024-12-26,2025-01-06,1,1,,2,1,1,1
ORD1483,POST034,CUST284,"'25.641906660579952, -80.01379372929063'",Drivers-License,2024-12-27,2025-01-08,3,3,,2,0,2,3
ORD1484,POST035,CUST285,"'25.626959949753168, -80.26163374887074'",Drivers-License,2024-12-28,2025-01-07,2,1,,2,1,3,2
ORD1485,POST036,CUST286,"'25.862498955200163, -80.44101352736187'",Drivers-License,2024-12-29,2025-01-07,2,1,,2,1,1,1
ORD1486,POST037,CUST287,"'25.580708601890247, -80.31950398260676'",Fragile-Items,2024-12-30,2025-01-06,1,2,,1,1,2,3
ORD1487,POST038,CUST288,"'25.694318298237018, -80.41013047004951'",Passport,2024-12-31,2025-01-08,3,1,,3,1,3,2
ORD1488,POST039,CUST289,"'25.719235089542536, -80.22878703531462'",ID-Card,2024-12-01,2024-12-11,3,5,,1,1,1,1
ORD1489,POST040,CUST290,"'25.669157163998413, -80.34138933808832'",ID-Card,2024-12-02,2024-12-11,3,3,,2,1,2,3
ORD1490,POST041,CUST291,"'25.983710210582547, -80.39583332362002'",Passport,2024-12-03,2024-12-12,4,1,,3,1,3,2
ORD1491,POST042,CUST292,"'25.56590098998577, -79.98003204838442'",Drivers-License,2024-12-04,2024-12-12,4,1,,2,1,1,1
ORD1492,POST043,CUST293,"'25.651145922435273, -80.0485668868552'",ID-Card,2024-12-05,2024-12-13,5,2,4.0,3,1,2,3
ORD1493,POST044,CUST294,"'25.71814878325677, -80.1925518716212'",ID-Card,2024-12-06,2024-12-17,2,1,,2,1,3,2
ORD1494,POST045,CUST295,"'25.82409638799264, -80.14733743162579'",ID-Card,2024-12-07,2024-12-19,4,5,,1,1,1,1
ORD1495,POST046,CUST296,"'25.714960097815464, -80.40136678606618'",Passport,2024-12-08,2024-12-18,3,3,1.0,2,1,2,3
ORD1496,POST047,CUST297,"'25.657438747167156, -80.00410977247006'",ID-Card,2024-12-09,2024-12-17,2,1,5.0,1,1,3,2
ORD1497,POST048,CUST298,"'25.89167460789548, -80.36558271545712'",Passport,2024-12-10,2024-12-18,3,1,,1,1,1,1
ORD1498,POST049,CUST299,"'25.932147899356682, -80.3753424446525'",Passport,2024-12-11,2024-12-20,5,2,,1,1,2,3
ORD1499,POST050,CUST300,"'25.897372851571642, -80.07305985428623'",Drivers-License,2024-12-12,2024-12-20,5,1,,2,1,3,2
ORD1500,POST001,CUST001,"'25.79551127615592, -80.18975382081612'",Drivers-License,2024-12-13,2024-12-26,4,5,,1,0,1,1
ORD1501,POST002,CUST002,"'25.80241798406771, -80.270623483268'",ID-Card,2024-12-14,2024-12-24,2,3,,1,1,2,3
ORD1502,POST003,CUST003,"'25.974548828293827, -80.16182857898147'",Drivers-License,2024-12-15,2024-12-27,5,1,4.0,2,1,3,2
ORD1503,POST004,CUST004,"'25.78561853559502, -80.34588482775274'",ID-Card,2024-12-16,2024-12-24,2,1,,1,1,1,1
ORD1504,POST005,CUST005,"'25.785629154423056, -80.35351123487716'",ID-Card,2024-12-17,2024-12-26,4,2,,2,0,2,3
ORD1505,POST006,CUST006,"'25.986990060192912, -80.08732821265595'",Drivers-License,2024-12-18,2024-12-27,5,1,,1,1,3,2
ORD1506,POST007,CUST007,"'25.90999008564711, -80.04481871793163'",ID-Card,2024-12-19,2024-12-28,6,5,,2,1,1,1
ORD1507,POST008,CUST008,"'25.953410872107217, -80.102015768305'",Passport,2024-12-20,2025-01-01,3,3,,2,1,2,3
ORD1508,POST009,CUST009,"'25.895054032584532, -80.08862294461017'",ID-Card,2024-12-21,2025-01-02,4,1,,2,1,3,2
ORD1509,POST010,CUST010,"'25.673298747547758, -80.01835069365153'",ID-Card,2024-12-22,2025-01-03,5,1,,3,0,1,1
ORD1510,POST011,CUST011,"'25.98021813123054, -80.08164696482811'",Passport,2024-12-23,2025-01-03,5,2,4.0,3,1,2,3
ORD1511,POST012,CUST012,"'25.86414776450244, -80.25402428188302'",ID-Card,2024-12-24,2025-01-02,4,1,,3,1,3,2
ORD1512,POST013,CUST013,"'25.965728460939957, -80.14873482450128'",Passport,2024-12-25,2025-01-04,6,5,,2,1,1,1
ORD1513,POST014,CUST014,"'25.648322192205462, -80.31331978597419'",Articles,2024-12-26,2025-01-01,3,3,,2,0,2,3
ORD1514,POST015,CUST015,"'25.832385689430538, -80.28706678291353'",ID-Card,2024-12-27,2025-01-07,2,1,,3,0,3,2
ORD1515,POST016,CUST016,"'25.81784305933688, -80.401783237309'",ID-Card,2024-12-28,2025-01-08,3,1,,2,1,1,1
ORD1516,POST017,CUST017,"'25.75594921653227, -80.29851283784181'",Drivers-License,2024-12-29,2025-01-08,3,2,,2,1,2,3
ORD1517,POST018,CUST018,"'25.852338473411212, -80.13834246128228'",ID-Card,2024-12-30,2025-01-08,3,1,,1,1,3,2
ORD1518,POST019,CUST019,"'25.536329253281576, -80.03966104054354'",Passport,2024-12-31,2025-01-11,6,1,,2,1,1,1
ORD1519,POST020,CUST020,"'25.70083034905122, -80.36219882835456'",ID-Card,2024-12-01,2024-12-09,1,3,,3,1,2,3
ORD1520,POST021,CUST021,"'25.924969861460113, -80.23334554690547'",ID-Card,2024-12-02,2024-12-10,2,1,,1,0,3,2
ORD1521,POST022,CUST022,"'25.819490622737316, -80.04118018511403'",ID-Card,2024-12-03,2024-12-13,5,1,,1,1,1,1
ORD1522,POST023,CUST023,"'25.918681661493437, -80.04844764137037'",Passport,2024-12-04,2024-12-16,1,2,,3,1,2,3
ORD1523,POST024,CUST024,"'25.922163608396506, -80.07404479344144'",Passport,2024-12-05,2024-12-14,6,1,,2,1,3,2
ORD1524,POST025,CUST025,"'25.952215547048436, -80.07577230662088'",Drivers-License,2024-12-06,2024-12-14,6,1,,1,1,1,1
ORD1525,POST026,CUST026,"'25.996797927480934, -80.26545554730303'",ID-Card,2024-12-07,2024-12-16,1,3,,2,1,2,3
ORD1526,POST027,CUST027,"'25.929754713879632, -80.01624417009099'",Passport,2024-12-08,2024-12-18,3,1,,2,1,3,2
ORD1527,POST028,CUST028,"'25.6373309926253, -80.41085370152373'",ID-Card,2024-12-09,2024-12-19,4,1,,2,1,1,1
ORD1528,POST029,CUST029,"'25.786948177182275, -80.11755766875604'",Drivers-License,2024-12-10,2024-12-21,6,2,,1,1,2,3
ORD1529,POST030,CUST030,"'25.92731090528321, -80.14255024633319'",ID-Card,2024-12-11,2024-12-20,5,1,,1,1,3,2
ORD1530,POST031,CUST031,"'25.603397074727738, -80.25036384694073'",ID-Card,2024-12-12,2024-12-21,6,5,1.0,2,1,1,1
ORD1531,POST032,CUST032,"'25.90240855904737, -80.16885844124275'",Passport,2024-12-13,2024-12-26,4,3,,2,1,2,3
ORD1532,POST033,CUST033,"'25.979036824664043, -80.21953649115994'",ID-Card,2024-12-14,2024-12-27,5,1,,2,1,3,2
ORD1533,POST034,CUST034,"'25.680758376530996, -80.11451388789297'",ID-Card,2024-12-15,2024-12-23,1,1,,3,1,1,1
ORD1534,POST035,CUST035,"'25.67503573094309, -79.95542168761604'",Passport,2024-12-16,2024-12-27,5,2,,2,1,2,3
ORD1535,POST036,CUST036,"'25.581902114479, -79.94279911139482'",Fragile-Items,2024-12-17,2024-12-24,2,1,,2,1,3,2
ORD1536,POST037,CUST037,"'25.813210831917857, -80.40653207023686'",ID-Card,2024-12-18,2024-12-30,1,5,,3,1,1,1
ORD1537,POST038,CUST038,"'25.925782184857518, -80.05944345746958'",ID-Card,2024-12-19,2025-01-01,3,3,,1,1,2,3
ORD1538,POST039,CUST039,"'25.549498776527784, -80.18039521583228'",ID-Card,2024-12-20,2024-12-31,2,1,,2,1,3,2
ORD1539,POST040,CUST040,"'25.53323475433435, -79.99127056572623'",Passport,2024-12-21,2025-01-02,4,1,,2,1,1,1
ORD1540,POST041,CUST041,"'25.74793966817241, -80.03062297503827'",ID-Card,2024-12-22,2025-01-03,5,2,,3,1,2,3
ORD1541,POST042,CUST042,"'25.862168152666307, -80.22829382188803'",ID-Card,2024-12-23,2025-01-03,5,1,,3,1,3,2
ORD1542,POST043,CUST043,"'25.812769199536046, -79.97977665971464'",Drivers-License,2024-12-24,2025-01-02,4,5,,2,1,1,1
ORD1543,POST044,CUST044,"'25.708567777409858, -80.28957908277202'",ID-Card,2024-12-25,2025-01-04,6,3,,3,1,2,3
ORD1544,POST045,CUST045,"'25.68494481250282, -80.09565819746318'",ID-Card,2024-12-26,2025-01-07,2,1,,2,1,3,2
ORD1545,POST046,CUST046,"'25.71666260382312, -80.00035270887398'",Passport,2024-12-27,2025-01-06,1,1,,3,1,1,1
ORD1546,POST047,CUST047,"'25.525517123853188, -80.24743917355525'",Passport,2024-12-28,2025-01-07,2,2,,2,1,2,3
ORD1547,POST048,CUST048,"'25.854402123140172, -80.38615038788083'",ID-Card,2024-12-29,2025-01-07,2,1,,1,1,3,2
ORD1548,POST049,CUST049,"'25.565003171623605, -80.15414466954091'",Drivers-License,2024-12-30,2025-01-10,5,5,,1,1,1,1
ORD1549,POST050,CUST050,"'25.910711647762536, -80.23150933443078'",Drivers-License,2024-12-31,2025-01-11,6,3,,3,1,2,3
ORD1550,POST001,CUST051,"'25.718117035626427, -80.38860450071869'",Drivers-License,2024-12-01,2024-12-11,3,1,,2,1,3,2
ORD1551,POST002,CUST052,"'25.632475575114874, -80.17275643811095'",Articles,2024-12-02,2024-12-07,6,1,,1,1,1,1
ORD1552,POST003,CUST053,"'25.827688977054425, -80.25052427585013'",ID-Card,2024-12-03,2024-12-14,6,2,,3,1,2,3
ORD1553,POST004,CUST054,"'25.838862948734235, -80.18236333782001'",ID-Card,2024-12-04,2024-12-12,4,1,3.0,3,1,3,2
ORD1554,POST005,CUST055,"'25.7383981150145, -80.20969971387943'",Drivers-License,2024-12-05,2024-12-13,5,5,,3,1,1,1
ORD1555,POST006,CUST056,"'25.809881019382793, -80.09248320769409'",ID-Card,2024-12-06,2024-12-16,1,3,,1,1,2,3
ORD1556,POST007,CUST057,"'25.931705318490156, -80.30112798487747'",ID-Card,2024-12-07,2024-12-16,1,1,,2,1,3,2
ORD1557,POST008,CUST058,"'25.913578203621157, -80.41374536065118'",Passport,2024-12-08,2024-12-18,3,1,,3,1,1,1
ORD1558,POST009,CUST059,"'26.0069746653843, -80.14066696068097'",ID-Card,2024-12-09,2024-12-19,4,2,,2,0,2,3
ORD1559,POST010,CUST060,"'25.691040324311864, -80.35278581933083'",Passport,2024-12-10,2024-12-18,3,1,,1,1,3,2
ORD1560,POST011,CUST061,"'25.535972223505027, -80.06506697241534'",ID-Card,2024-12-11,2024-12-23,1,1,,3,1,1,1
ORD1561,POST012,CUST062,"'25.606235996248458, -80.10308880289902'",ID-Card,2024-12-12,2024-12-21,6,3,,2,1,2,3
ORD1562,POST013,CUST063,"'25.63851019240273, -80.25833391063014'",ID-Card,2024-12-13,2024-12-21,6,1,,2,0,3,2
ORD1563,POST014,CUST064,"'25.547784844994563, -80.05566332399431'",ID-Card,2024-12-14,2024-12-27,5,1,,2,1,1,1
ORD1564,POST015,CUST065,"'25.622177987710334, -80.41310722145646'",ID-Card,2024-12-15,2024-12-26,4,2,,3,0,2,3
ORD1565,POST016,CUST066,"'25.77045567037953, -80.22808822022073'",ID-Card,2024-12-16,2024-12-28,6,1,,3,1,3,2
ORD1566,POST017,CUST067,"'25.937306344759673, -79.95627098588075'",Drivers-License,2024-12-17,2024-12-30,1,1,,2,1,1,1
ORD1567,POST018,CUST068,"'25.900120806961997, -80.28380839919558'",ID-Card,2024-12-18,2024-12-30,1,3,,2,0,2,3
ORD1568,POST019,CUST069,"'25.670283509925255, -80.14120739457871'",ID-Card,2024-12-19,2024-12-31,2,1,,3,1,3,2
ORD1569,POST020,CUST070,"'25.589044380944646, -80.36772200589326'",ID-Card,2024-12-20,2024-12-30,1,1,,2,1,1,1
ORD1570,POST021,CUST071,"'25.675630062259522, -80.03584852843451'",Passport,2024-12-21,2024-12-31,2,2,,2,1,2,3
ORD1571,POST022,CUST072,"'25.95680884845063, -80.00430726273838'",ID-Card,2024-12-22,2025-01-02,4,1,,1,1,3,2
ORD1572,POST023,CUST073,"'25.938170215271132, -80.26972555374226'",ID-Card,2024-12-23,2025-01-01,3,5,,3,1,1,1
ORD1573,POST024,CUST074,"'25.88630272828429, -80.12107619597282'",Passport,2024-12-24,2025-01-02,4,3,,1,1,2,3
ORD1574,POST025,CUST075,"'25.582828818676713, -80.20435320623976'",ID-Card,2024-12-25,2025-01-02,4,1,,3,1,3,2
ORD1575,POST026,CUST076,"'25.81684167357392, -80.21807016085833'",Drivers-License,2024-12-26,2025-01-04,6,1,,1,0,1,1
ORD1576,POST027,CUST077,"'25.86142828899176, -80.12924027866536'",Drivers-License,2024-12-27,2025-01-06,1,2,,1,1,2,3
ORD1577,POST028,CUST078,"'25.527258645607226, -80.16407199133661'",Drivers-License,2024-12-28,2025-01-06,1,1,,1,0,3,2
ORD1578,POST029,CUST079,"'25.924122636381817, -80.28919864242339'",Passport,2024-12-29,2025-01-08,3,5,,3,1,1,1
ORD1579,POST030,CUST080,"'25.939833798875547, -80.34634221385814'",ID-Card,2024-12-30,2025-01-10,5,3,,3,1,2,3
ORD1580,POST031,CUST081,"'25.788631837093234, -80.32378918597922'",ID-Card,2024-12-31,2025-01-08,3,1,,2,1,3,2
ORD1581,POST032,CUST082,"'25.57357640000186, -80.08866786522772'",Drivers-License,2024-12-01,2024-12-10,2,1,,1,1,1,1
ORD1582,POST033,CUST083,"'25.652369605173064, -80.25243792726924'",Drivers-License,2024-12-02,2024-12-11,3,2,,2,1,2,3
ORD1583,POST034,CUST084,"'25.581802530863058, -80.30808740274865'",Drivers-License,2024-12-03,2024-12-11,3,1,,3,1,3,2
ORD1584,POST035,CUST085,"'25.538478489325563, -80.3575225183861'",ID-Card,2024-12-04,2024-12-13,5,5,,2,1,1,1
ORD1585,POST036,CUST086,"'25.54357331971621, -80.04120274544131'",Articles,2024-12-05,2024-12-11,3,3,,2,1,2,3
ORD1586,POST037,CUST087,"'25.883977715255394, -79.95170995599557'",ID-Card,2024-12-06,2024-12-18,3,1,,2,1,3,2
ORD1587,POST038,CUST088,"'25.99485859875376, -80.01716167289837'",ID-Card,2024-12-07,2024-12-17,2,1,,2,1,1,1
ORD1588,POST039,CUST089,"'25.564945744612753, -79.9648570827873'",Passport,2024-12-08,2024-12-17,2,2,,3,1,2,3
ORD1589,POST040,CUST090,"'25.686559329318367, -79.9797097772728'",Drivers-License,2024-12-09,2024-12-17,2,1,,3,1,3,2
ORD1590,POST041,CUST091,"'25.828423201413724, -79.99268543613096'",Fragile-Items,2024-12-10,2024-12-18,3,5,,2,1,1,1
ORD1591,POST042,CUST092,"'25.64536441294001, -80.0184825373982'",Passport,2024-12-11,2024-12-20,5,3,,2,0,2,3
ORD1592,POST043,CUST093,"'25.691403361735215, -80.0838479309621'",ID-Card,2024-12-12,2024-12-20,5,1,,2,1,3,2
ORD1593,POST044,CUST094,"'25.75877057316903, -80.203411836579'",Drivers-License,2024-12-13,2024-12-23,1,1,,3,1,1,1
ORD1594,POST045,CUST095,"'25.618656729643853, -80.18154821313418'",ID-Card,2024-12-14,2024-12-26,4,2,,3,1,2,3
ORD1595,POST046,CUST096,"'25.965569774482145, -80.14745519645416'",Drivers-License,2024-12-15,2024-12-24,2,1,,3,1,3,2
ORD1596,POST047,CUST097,"'25.987816422934184, -80.16356337472094'",Passport,2024-12-16,2024-12-26,4,5,,1,1,1,1
ORD1597,POST048,CUST098,"'25.891575850819777, -80.17880823407201'",ID-Card,2024-12-17,2024-12-27,5,3,,2,1,2,3
ORD1598,POST049,CUST099,"'25.823410813582864, -79.99679783106166'",Drivers-License,2024-12-18,2024-12-31,2,1,,3,1,3,2
ORD1599,POST050,CUST100,"'25.77029228064502, -80.0759175154039'",Drivers-License,2024-12-19,2024-12-28,6,1,,3,1,1,1
ORD1600,POST001,CUST101,"'25.55946971191221, -80.3984128448743'",ID-Card,2024-12-20,2024-12-31,2,2,,1,1,2,3
ORD1601,POST002,CUST102,"'25.91105214859513, -80.33163205126009'",ID-Card,2024-12-21,2025-01-01,3,1,,1,1,3,2
ORD1602,POST003,CUST103,"'25.875254309238763, -80.11027515478501'",Drivers-License,2024-12-22,2025-01-02,4,1,,2,1,1,1
ORD1603,POST004,CUST104,"'25.99410008758806, -79.95246305429627'",ID-Card,2024-12-23,2025-01-01,3,3,,1,1,2,3
ORD1604,POST005,CUST105,"'25.67286509027558, -79.9764407887874'",ID-Card,2024-12-24,2025-01-03,5,1,,1,1,3,2
ORD1605,POST006,CUST106,"'25.7439577544959, -80.29631489332527'",ID-Card,2024-12-25,2025-01-04,6,1,,3,1,1,1
ORD1606,POST007,CUST107,"'25.80516632311832, -80.07546028114912'",ID-Card,2024-12-26,2025-01-07,2,2,,2,0,2,3
ORD1607,POST008,CUST108,"'25.762066433377882, -80.09071069627655'",ID-Card,2024-12-27,2025-01-08,3,1,,2,1,3,2
ORD1608,POST009,CUST109,"'25.77104582435238, -80.16436174268799'",Passport,2024-12-28,2025-01-06,1,1,,1,0,1,1
ORD1609,POST010,CUST110,"'25.990560203196694, -80.13563784410843'",Passport,2024-12-29,2025-01-08,3,3,,1,1,2,3
ORD1610,POST011,CUST111,"'25.688193858874246, -79.95238580890994'",Passport,2024-12-30,2025-01-10,5,1,,2,1,3,2
ORD1611,POST012,CUST112,"'25.528859042593286, -80.40623351917134'",Drivers-License,2024-12-31,2025-01-09,4,1,,3,1,1,1
ORD1612,POST013,CUST113,"'25.54238798247107, -80.37001742791968'",ID-Card,2024-12-01,2024-12-09,1,2,,3,1,2,3
ORD1613,POST014,CUST114,"'25.770464715491265, -80.39788327131375'",ID-Card,2024-12-02,2024-12-11,3,1,,1,1,3,2
ORD1614,POST015,CUST115,"'25.824535360047566, -79.99350622698083'",ID-Card,2024-12-03,2024-12-13,5,5,,1,1,1,1
ORD1615,POST016,CUST116,"'25.6079721223024, -80.43211195560704'",ID-Card,2024-12-04,2024-12-14,6,3,,2,1,2,3
ORD1616,POST017,CUST117,"'25.94249162055198, -80.22789046549288'",Passport,2024-12-05,2024-12-16,1,1,,3,1,3,2
ORD1617,POST018,CUST118,"'25.667291415366222, -80.07996654849629'",Passport,2024-12-06,2024-12-14,6,1,,3,1,1,1
ORD1618,POST019,CUST119,"'25.940563492826406, -79.94498874584993'",Passport,2024-12-07,2024-12-16,1,2,,2,1,2,3
ORD1619,POST020,CUST120,"'25.84279771403201, -79.99066250688058'",Drivers-License,2024-12-08,2024-12-19,4,1,,3,0,3,2
ORD1620,POST021,CUST121,"'25.75672440467947, -80.14786038178919'",ID-Card,2024-12-09,2024-12-19,4,5,,1,1,1,1
ORD1621,POST022,CUST122,"'25.63373543985284, -80.13207884180157'",ID-Card,2024-12-10,2024-12-21,6,3,,3,1,2,3
ORD1622,POST023,CUST123,"'25.589674288541328, -80.12523434954954'",ID-Card,2024-12-11,2024-12-23,1,1,,3,1,3,2
ORD1623,POST024,CUST124,"'25.853675820607844, -80.23715681755803'",ID-Card,2024-12-12,2024-12-21,6,1,,2,1,1,1
ORD1624,POST025,CUST125,"'25.53371975669075, -80.13383989074829'",ID-Card,2024-12-13,2024-12-23,1,2,,2,1,2,3
ORD1625,POST026,CUST126,"'25.60756323743021, -80.02666508737515'",ID-Card,2024-12-14,2024-12-24,2,1,,1,1,3,2
ORD1626,POST027,CUST127,"'25.611687206827664, -80.29564385813842'",Passport,2024-12-15,2024-12-23,1,5,,1,1,1,1
ORD1627,POST028,CUST128,"'25.68474905338138, -80.07178426044989'",Drivers-License,2024-12-16,2024-12-24,2,3,,1,0,2,3
ORD1628,POST029,CUST129,"'25.52989752655611, -80.19787047391806'",Drivers-License,2024-12-17,2024-12-28,6,1,,3,1,3,2
ORD1629,POST030,CUST130,"'25.578994192866087, -80.16764968993303'",ID-Card,2024-12-18,2024-12-30,1,1,,2,1,1,1
ORD1630,POST031,CUST131,"'25.96514595042411, -80.33927335875836'",Letters,2024-12-19,2024-12-28,6,2,,3,0,2,3
ORD1631,POST032,CUST132,"'25.667989139883574, -80.33271557754453'",Drivers-License,2024-12-20,2024-12-30,1,1,,3,1,3,2
ORD1632,POST033,CUST133,"'25.841497700976593, -80.21524500894164'",Passport,2024-12-21,2025-01-01,3,5,,3,1,1,1
ORD1633,POST034,CUST134,"'25.59631188914327, -80.09868208176168'",Drivers-License,2024-12-22,2025-01-02,4,3,,1,1,2,3
ORD1634,POST035,CUST135,"'25.685239927831812, -80.25559638706454'",Drivers-License,2024-12-23,2025-01-02,4,1,,1,1,3,2
